value	start	length
linguidental	l	12
linguiform	l	10
linguipotence	l	13
linguist	l	8
linguister	l	10
linguistic	l	10
linguistical	l	12
linguistically	l	14
linguistician	l	13
linguistics	l	11
linguistry	l	10
lingula	l	7
lingulate	l	9
lingulated	l	10
lingulella	l	10
lingulid	l	8
lingulidae	l	10
linguliferous	l	13
linguliform	l	11
linguloid	l	9
linguodental	l	12
linguodistal	l	12
linguogingival	l	14
linguopalatal	l	13
linguopapillitis	l	16
linguoversion	l	13
lingwort	l	8
lingy	l	5
linha	l	5
linhay	l	6
linie	l	5
liniment	l	8
linin	l	5
lininess	l	8
lining	l	6
linitis	l	7
liniya	l	6
linja	l	5
linje	l	5
link	l	4
linkable	l	8
linkage	l	7
linkboy	l	7
linked	l	6
linkedness	l	10
linker	l	6
linking	l	7
linkman	l	7
links	l	5
linksmith	l	9
linkwork	l	8
linky	l	5
linley	l	6
linn	l	4
linnaea	l	7
linnaean	l	8
linnaeanism	l	11
linnaeite	l	9
linne	l	5
linnet	l	6
lino	l	4
linolate	l	8
linoleic	l	8
linolein	l	8
linolenate	l	10
linolenic	l	9
linolenin	l	9
linoleum	l	8
linolic	l	7
linolin	l	7
linometer	l	9
linon	l	5
linopteris	l	10
linos	l	5
linotype	l	8
linotype	l	8
linotyper	l	9
linotypist	l	10
linous	l	6
linoxin	l	7
linoxyn	l	7
linpin	l	6
linsang	l	7
linseed	l	7
linsey	l	6
linstock	l	8
lint	l	4
lintel	l	6
linteled	l	8
linteling	l	9
linten	l	6
linter	l	6
lintern	l	7
lintie	l	6
lintless	l	8
lintonite	l	9
lintseed	l	8
lintwhite	l	9
linty	l	5
linum	l	5
linus	l	5
linwood	l	7
liny	l	4
linyphia	l	8
linyphiidae	l	11
liodermia	l	9
liomyofibroma	l	13
liomyoma	l	8
lion	l	4
lioncel	l	7
lionel	l	6
lionel	l	6
lionesque	l	9
lioness	l	7
lionet	l	6
lionheart	l	9
lionhearted	l	11
lionheartedness	l	15
lionhood	l	8
lionism	l	7
lionizable	l	10
lionization	l	11
lionize	l	7
lionizer	l	8
lionlike	l	8
lionly	l	6
lionproof	l	9
lionship	l	8
liothrix	l	8
liotrichi	l	9
liotrichidae	l	12
liotrichine	l	11
lip	l	3
lipa	l	4
lipacidemia	l	11
lipaciduria	l	11
lipan	l	5
liparian	l	8
liparian	l	8
liparid	l	7
liparidae	l	9
liparididae	l	11
liparis	l	7
liparite	l	8
liparocele	l	10
liparoid	l	8
liparomphalus	l	13
liparous	l	8
lipase	l	6
lipectomy	l	9
lipemia	l	7
lipeurus	l	8
lipide	l	6
lipin	l	5
lipless	l	7
liplet	l	6
liplike	l	7
lipoblast	l	9
lipoblastoma	l	12
lipobranchia	l	12
lipocaic	l	8
lipocardiac	l	11
lipocele	l	8
lipoceratous	l	12
lipocere	l	8
lipochondroma	l	13
lipochrome	l	10
lipochromogen	l	13
lipoclasis	l	10
lipoclastic	l	11
lipocyte	l	8
lipodystrophia	l	14
lipodystrophy	l	13
lipoferous	l	10
lipofibroma	l	11
lipogenesis	l	11
lipogenetic	l	11
lipogenic	l	9
lipogenous	l	10
lipogram	l	8
lipogrammatic	l	13
lipogrammatism	l	14
lipogrammatist	l	14
lipography	l	10
lipohemia	l	9
lipoid	l	6
lipoidal	l	8
lipoidemia	l	10
lipoidic	l	8
lipolysis	l	9
lipolytic	l	9
lipoma	l	6
lipomata	l	8
lipomatosis	l	11
lipomatous	l	10
lipometabolic	l	13
lipometabolism	l	14
lipomorph	l	9
lipomyoma	l	9
lipomyxoma	l	10
lipopexia	l	9
lipophagic	l	10
lipophore	l	9
lipopod	l	7
lipopoda	l	8
lipoprotein	l	11
liposarcoma	l	11
liposis	l	7
liposome	l	8
lipostomy	l	9
lipothymial	l	11
lipothymic	l	10
lipothymy	l	9
lipotrophic	l	11
lipotrophy	l	10
lipotropic	l	10
lipotropy	l	9
lipotype	l	8
lipotyphla	l	10
lipovaccine	l	11
lipoxenous	l	10
lipoxeny	l	8
lipped	l	6
lippen	l	6
lipper	l	6
lipperings	l	10
lippia	l	6
lippiness	l	9
lipping	l	7
lippitude	l	9
lippitudo	l	9
lippy	l	5
lipsanographer	l	14
lipsanotheca	l	12
lipstick	l	8
lipuria	l	7
lipwork	l	7
liquable	l	8
liquamen	l	8
liquate	l	7
liquation	l	9
liquefacient	l	12
liquefaction	l	12
liquefactive	l	12
liquefiable	l	11
liquefier	l	9
liquefy	l	7
liquesce	l	8
liquescence	l	11
liquescency	l	11
liquescent	l	10
liqueur	l	7
liquid	l	6
liquidable	l	10
liquidambar	l	11
liquidamber	l	11
liquidate	l	9
liquidation	l	11
liquidator	l	10
liquidatorship	l	14
liquidity	l	9
liquidize	l	9
liquidizer	l	10
liquidless	l	10
liquidly	l	8
liquidness	l	10
liquidogenic	l	12
liquidogenous	l	13
liquidy	l	7
liquiform	l	9
liquor	l	6
liquorer	l	8
liquorish	l	9
liquorishly	l	11
liquorishness	l	13
liquorist	l	9
liquorless	l	10
lira	l	4
lirate	l	6
liration	l	8
lire	l	4
lirella	l	7
lirellate	l	9
lirelliform	l	11
lirelline	l	9
lirellous	l	9
liriodendron	l	12
liripipe	l	8
liroconite	l	10
lis	l	3
lisa	l	4
lisbon	l	6
lise	l	4
lisere	l	6
lisette	l	7
lish	l	4
lisk	l	4
lisle	l	5
lisle	l	5
lisp	l	4
lisper	l	6
lispingly	l	9
lispund	l	7
liss	l	4
lissamphibia	l	12
lissamphibian	l	13
lissencephala	l	13
lissencephalic	l	14
lissencephalous	l	15
lissoflagellata	l	15
lissoflagellate	l	15
lissom	l	6
lissome	l	7
lissomely	l	9
lissomeness	l	11
lissotrichan	l	12
lissotriches	l	12
lissotrichous	l	13
lissotrichy	l	11
list	l	4
list	l	4
listable	l	8
listed	l	6
listedness	l	10
listel	l	6
listen	l	6
listener	l	8
listening	l	9
lister	l	6
listera	l	7
listerellosis	l	13
listeria	l	8
listerian	l	9
listerine	l	9
listerism	l	9
listerize	l	9
listing	l	7
listless	l	8
listlessly	l	10
listlessness	l	12
listred	l	7
listwork	l	8
lisuarte	l	8
lit	l	3
litaneutical	l	12
litany	l	6
litanywise	l	10
litas	l	5
litation	l	8
litch	l	5
litchi	l	6
lite	l	4
liter	l	5
literacy	l	8
literaily	l	9
literal	l	7
literalism	l	10
literalist	l	10
literalistic	l	12
literality	l	10
literalization	l	14
literalize	l	10
literalizer	l	11
literally	l	9
literalminded	l	13
literalmindedness	l	17
literalness	l	11
literarian	l	10
literariness	l	12
literary	l	8
literaryism	l	11
literate	l	8
literati	l	8
literation	l	10
literatist	l	10
literato	l	8
literator	l	9
literature	l	10
literatus	l	9
literose	l	8
literosity	l	10
lith	l	4
lithagogue	l	10
lithangiuria	l	12
lithanthrax	l	11
litharge	l	8
lithe	l	5
lithectasy	l	10
lithectomy	l	10
lithely	l	7
lithemia	l	8
lithemic	l	8
litheness	l	9
lithesome	l	9
lithesomeness	l	13
lithi	l	5
lithia	l	6
lithiasis	l	9
lithiastic	l	10
lithiate	l	8
lithic	l	6
lithifaction	l	12
lithification	l	13
lithify	l	7
lithite	l	7
lithium	l	7
litho	l	5
lithobiid	l	9
lithobiidae	l	11
lithobioid	l	10
lithobius	l	9
lithocarpus	l	11
lithocenosis	l	12
lithochemistry	l	14
lithochromatic	l	14
lithochromatics	l	15
lithochromatographic	l	20
lithochromatography	l	19
lithochromography	l	17
lithochromy	l	11
lithoclase	l	10
lithoclast	l	10
lithoclastic	l	12
lithoclasty	l	11
lithoculture	l	12
lithocyst	l	9
lithocystotomy	l	14
lithodes	l	8
lithodesma	l	10
lithodialysis	l	13
lithodid	l	8
lithodidae	l	10
lithodomous	l	11
lithodomus	l	10
lithofracteur	l	13
lithofractor	l	12
lithogenesis	l	12
lithogenetic	l	12
lithogenous	l	11
lithogeny	l	9
lithoglyph	l	10
lithoglypher	l	12
lithoglyphic	l	12
lithoglyptic	l	12
lithoglyptics	l	13
lithograph	l	10
lithographer	l	12
lithographic	l	12
lithographical	l	14
lithographically	l	16
lithographize	l	13
lithography	l	11
lithogravure	l	12
lithoid	l	7
lithoidite	l	10
litholabe	l	9
litholapaxy	l	11
litholatrous	l	12
litholatry	l	10
lithologic	l	10
lithological	l	12
lithologically	l	14
lithologist	l	11
lithology	l	9
litholysis	l	10
litholyte	l	9
litholytic	l	10
lithomancy	l	10
lithomarge	l	10
lithometer	l	10
lithonephria	l	12
lithonephritis	l	14
lithonephrotomy	l	15
lithontriptic	l	13
lithontriptist	l	14
lithontriptor	l	13
lithopedion	l	11
lithopedium	l	11
lithophagous	l	12
lithophane	l	10
lithophanic	l	11
lithophany	l	10
lithophilous	l	12
lithophone	l	10
lithophotography	l	16
lithophotogravure	l	17
lithophthisis	l	13
lithophyl	l	9
lithophyllous	l	13
lithophysa	l	10
lithophysal	l	11
lithophyte	l	10
lithophytic	l	11
lithophytous	l	12
lithopone	l	9
lithoprint	l	10
lithoscope	l	10
lithosian	l	9
lithosiid	l	9
lithosiidae	l	11
lithosiinae	l	11
lithosis	l	8
lithosol	l	8
lithosperm	l	10
lithospermon	l	12
lithospermous	l	13
lithospermum	l	12
lithosphere	l	11
lithotint	l	9
lithotome	l	9
lithotomic	l	10
lithotomical	l	12
lithotomist	l	11
lithotomize	l	11
lithotomous	l	11
lithotomy	l	9
lithotony	l	9
lithotresis	l	11
lithotripsy	l	11
lithotriptor	l	12
lithotrite	l	10
lithotritic	l	11
lithotritist	l	12
lithotrity	l	10
lithotype	l	9
lithotypic	l	10
lithotypy	l	9
lithous	l	7
lithoxyl	l	8
lithsman	l	8
lithuanian	l	10
lithuanic	l	9
lithuresis	l	10
lithuria	l	8
lithy	l	5
liticontestation	l	16
litigable	l	9
litigant	l	8
litigate	l	8
litigation	l	10
litigationist	l	13
litigator	l	9
litigatory	l	10
litigiosity	l	11
litigious	l	9
litigiously	l	11
litigiousness	l	13
litiopa	l	7
litiscontest	l	12
litiscontestation	l	17
litiscontestational	l	19
litmus	l	6
litopterna	l	10
litorina	l	8
litorinidae	l	11
litorinoid	l	10
litotes	l	7
litra	l	5
litsea	l	6
litster	l	7
litten	l	6
litter	l	6
litterateur	l	11
litterer	l	8
littermate	l	10
littery	l	7
little	l	6
littleleaf	l	10
littleneck	l	10
littleness	l	10
littlewale	l	10
littling	l	8
littlish	l	8
littoral	l	8
littorella	l	10
littress	l	8
lituiform	l	9
lituite	l	7
lituites	l	8
lituitidae	l	10
lituola	l	7
lituoline	l	9
lituoloid	l	9
liturate	l	8
liturgical	l	10
liturgically	l	12
liturgician	l	11
liturgics	l	9
liturgiological	l	15
liturgiologist	l	14
liturgiology	l	12
liturgism	l	9
liturgist	l	9
liturgistic	l	11
liturgistical	l	13
liturgize	l	9
liturgy	l	7
litus	l	5
lituus	l	6
litvak	l	6
lityerses	l	9
litz	l	4
liukiu	l	6
liv	l	3
livability	l	10
livable	l	7
livableness	l	11
live	l	4
liveborn	l	8
lived	l	5
livedo	l	6
livelihood	l	10
livelily	l	8
liveliness	l	10
livelong	l	8
lively	l	6
liven	l	5
liveness	l	8
liver	l	5
liverance	l	9
liverberry	l	10
livered	l	7
liverhearted	l	12
liverheartedness	l	16
liveried	l	8
liverish	l	8
liverishness	l	12
liverleaf	l	9
liverless	l	9
liverpudlian	l	12
liverwort	l	9
liverwurst	l	10
livery	l	6
liverydom	l	9
liveryless	l	10
liveryman	l	9
livestock	l	9
livian	l	6
livid	l	5
lividity	l	8
lividly	l	7
lividness	l	9
livier	l	6
living	l	6
livingless	l	10
livingly	l	8
livingness	l	10
livingstoneite	l	14
livish	l	6
livistona	l	9
livonian	l	8
livor	l	5
livre	l	5
liwan	l	5
lixive	l	6
lixivial	l	8
lixiviate	l	9
lixiviation	l	11
lixiviator	l	10
lixivious	l	9
lixivium	l	8
liyuan	l	6
liz	l	3
liza	l	4
lizard	l	6
lizardtail	l	10
lizzie	l	6
llama	l	5
llanberisslate	l	14
llandeilo	l	9
llandovery	l	10
llano	l	5
llautu	l	6
lleu	l	4
llew	l	4
lloyd	l	5
lludd	l	5
llyn	l	4
lo	l	2
lo	l	2
loa	l	3
loa	l	3
loach	l	5
load	l	4
loadage	l	7
loaded	l	6
loaden	l	6
loader	l	6
loading	l	7
loadless	l	8
loadpenny	l	9
loadsome	l	8
loadstone	l	9
loaf	l	4
loafer	l	6
loaferdom	l	9
loaferish	l	9
loafing	l	7
loafingly	l	9
loaflet	l	7
loaghtan	l	8
loam	l	4
loamily	l	7
loaminess	l	9
loaming	l	7
loamless	l	8
loammi	l	6
loamy	l	5
loan	l	4
loanable	l	8
loaner	l	6
loanin	l	6
loanmonger	l	10
loanword	l	8
loasa	l	5
loasaceae	l	9
loasaceous	l	10
loath	l	5
loathe	l	6
loather	l	7
loathful	l	8
loathfully	l	10
loathfulness	l	12
loathing	l	8
loathingly	l	10
loathliness	l	11
loathly	l	7
loathness	l	9
loathsome	l	9
loathsomely	l	11
loathsomeness	l	13
loatuko	l	7
loave	l	5
lob	l	3
lobachevskian	l	13
lobal	l	5
lobale	l	6
lobar	l	5
lobaria	l	7
lobata	l	6
lobatae	l	7
lobate	l	6
lobated	l	7
lobately	l	8
lobation	l	8
lobber	l	6
lobbish	l	7
lobby	l	5
lobbyer	l	7
lobbyism	l	8
lobbyist	l	8
lobbyman	l	8
lobcock	l	7
lobe	l	4
lobectomy	l	9
lobed	l	5
lobefoot	l	8
lobefooted	l	10
lobeless	l	8
lobelet	l	7
lobelia	l	7
lobeliaceae	l	11
lobeliaceous	l	12
lobelin	l	7
lobeline	l	8
lobellated	l	10
lobfig	l	6
lobiform	l	8
lobigerous	l	10
lobing	l	6
lobiped	l	7
loblolly	l	8
lobo	l	4
lobola	l	6
lobopodium	l	10
lobosa	l	6
lobose	l	6
lobotomy	l	8
lobscourse	l	10
lobscouse	l	9
lobscouser	l	10
lobster	l	7
lobstering	l	10
lobsterish	l	10
lobsterlike	l	11
lobsterproof	l	12
lobtail	l	7
lobular	l	7
lobularia	l	9
lobularly	l	9
lobulate	l	8
lobulated	l	9
lobulation	l	10
lobule	l	6
lobulette	l	9
lobulose	l	8
lobulous	l	8
lobworm	l	7
loca	l	4
locable	l	7
local	l	5
locale	l	6
localism	l	8
localist	l	8
localistic	l	10
locality	l	8
localizable	l	11
localization	l	12
localize	l	8
localizer	l	9
locally	l	7
localness	l	9
locanda	l	7
locarnist	l	9
locarnite	l	9
locarnize	l	9
locarno	l	7
locate	l	6
location	l	8
locational	l	10
locative	l	8
locator	l	7
locellate	l	9
locellus	l	8
loch	l	4
lochage	l	7
lochan	l	6
lochetic	l	8
lochia	l	6
lochial	l	7
lochiocolpos	l	12
lochiocyte	l	10
lochiometra	l	11
lochiometritis	l	14
lochiopyra	l	10
lochiorrhagia	l	13
lochiorrhea	l	11
lochioschesis	l	13
lochlin	l	7
lochometritis	l	13
lochoperitonitis	l	16
lochopyra	l	9
lochus	l	6
lochy	l	5
loci	l	4
lociation	l	9
lock	l	4
lockable	l	8
lockage	l	7
lockatong	l	9
lockbox	l	7
locked	l	6
locker	l	6
lockerman	l	9
locket	l	6
lockful	l	7
lockhole	l	8
lockian	l	7
lockianism	l	10
locking	l	7
lockjaw	l	7
lockless	l	8
locklet	l	7
lockmaker	l	9
lockmaking	l	10
lockman	l	7
lockout	l	7
lockpin	l	7
lockport	l	8
lockram	l	7
locksman	l	8
locksmith	l	9
locksmithery	l	12
locksmithing	l	12
lockspit	l	8
lockup	l	6
lockwork	l	8
locky	l	5
loco	l	4
locodescriptive	l	15
locofoco	l	8
locofocoism	l	11
locoism	l	7
locomobile	l	10
locomobility	l	12
locomote	l	8
locomotility	l	12
locomotion	l	10
locomotive	l	10
locomotively	l	12
locomotiveman	l	13
locomotiveness	l	14
locomotivity	l	12
locomotor	l	9
locomotory	l	10
locomutation	l	12
locoweed	l	8
locrian	l	7
locrine	l	7
loculament	l	10
loculamentose	l	13
loculamentous	l	13
locular	l	7
loculate	l	8
loculated	l	9
loculation	l	10
locule	l	6
loculicidal	l	11
loculicidally	l	13
loculose	l	8
loculus	l	7
locum	l	5
locus	l	5
locust	l	6
locusta	l	7
locustal	l	8
locustberry	l	11
locustelle	l	10
locustid	l	8
locustidae	l	10
locusting	l	9
locustlike	l	10
locution	l	8
locutor	l	7
locutorship	l	11
locutory	l	8
lod	l	3
loddigesia	l	10
lode	l	4
lodemanage	l	10
lodesman	l	8
lodestar	l	8
lodestone	l	9
lodestuff	l	9
lodge	l	5
lodgeable	l	9
lodged	l	6
lodgeful	l	8
lodgeman	l	8
lodgepole	l	9
lodger	l	6
lodgerdom	l	9
lodging	l	7
lodginghouse	l	12
lodgings	l	8
lodgment	l	8
lodha	l	5
lodicule	l	8
lodoicea	l	8
lodowic	l	7
lodowick	l	8
lodur	l	5
loegria	l	7
loess	l	5
loessal	l	7
loessial	l	8
loessic	l	7
loessland	l	9
loessoid	l	8
lof	l	3
lofstelle	l	9
loft	l	4
lofter	l	6
loftily	l	7
loftiness	l	9
lofting	l	7
loftless	l	8
loftman	l	7
loftsman	l	8
lofty	l	5
log	l	3
loganberry	l	10
logania	l	7
loganiaceae	l	11
loganiaceous	l	12
loganin	l	7
logaoedic	l	9
logarithm	l	9
logarithmal	l	11
logarithmetic	l	13
logarithmetical	l	15
logarithmetically	l	17
logarithmic	l	11
logarithmical	l	13
logarithmically	l	15
logarithmomancy	l	15
logbook	l	7
logcock	l	7
loge	l	4
logeion	l	7
logeum	l	6
loggat	l	6
logged	l	6
logger	l	6
loggerhead	l	10
loggerheaded	l	12
loggia	l	6
loggin	l	6
logging	l	7
loggish	l	7
loghead	l	7
logheaded	l	9
logia	l	5
logic	l	5
logical	l	7
logicalist	l	10
logicality	l	10
logicalization	l	14
logicalize	l	10
logically	l	9
logicalness	l	11
logicaster	l	10
logician	l	8
logicism	l	8
logicist	l	8
logicity	l	8
logicize	l	8
logicless	l	9
logie	l	5
login	l	5
logion	l	6
logistic	l	8
logistical	l	10
logistician	l	11
logistics	l	9
logium	l	6
loglet	l	6
loglike	l	7
logman	l	6
logocracy	l	9
logodaedaly	l	11
logogogue	l	9
logogram	l	8
logogrammatic	l	13
logograph	l	9
logographer	l	11
logographic	l	11
logographical	l	13
logographically	l	15
logography	l	10
logogriph	l	9
logogriphic	l	11
logoi	l	5
logolatry	l	9
logology	l	8
logomach	l	8
logomacher	l	10
logomachic	l	10
logomachical	l	12
logomachist	l	11
logomachize	l	11
logomachy	l	9
logomancy	l	9
logomania	l	9
logomaniac	l	10
logometer	l	9
logometric	l	10
logometrical	l	12
logometrically	l	14
logopedia	l	9
logopedics	l	10
logorrhea	l	9
logos	l	5
logothete	l	9
logotype	l	8
logotypy	l	8
logres	l	6
logria	l	6
logris	l	6
logroll	l	7
logroller	l	9
logrolling	l	10
logway	l	6
logwise	l	7
logwood	l	7
logwork	l	7
logy	l	4
lohan	l	5
lohana	l	6
lohar	l	5
lohoch	l	6
loimic	l	6
loimography	l	11
loimology	l	9
loin	l	4
loincloth	l	9
loined	l	6
loir	l	4
lois	l	4
loiseleuria	l	11
loiter	l	6
loiterer	l	8
loiteringly	l	11
loiteringness	l	13
loka	l	4
lokao	l	5
lokaose	l	7
lokapala	l	8
loke	l	4
loket	l	5
lokiec	l	6
lokindra	l	8
lokman	l	6
lola	l	4
loliginidae	l	11
loligo	l	6
lolium	l	6
loll	l	4
lollard	l	7
lollardian	l	10
lollardism	l	10
lollardist	l	10
lollardize	l	10
lollardlike	l	11
lollardry	l	9
lollardy	l	8
loller	l	6
lollingite	l	10
lollingly	l	9
lollipop	l	8
lollop	l	6
lollopy	l	7
lolly	l	5
lolo	l	4
loma	l	4
lomastome	l	9
lomatine	l	8
lomatinous	l	10
lomatium	l	8
lombard	l	7
lombard	l	7
lombardeer	l	10
lombardesque	l	12
lombardian	l	10
lombardic	l	9
lomboy	l	6
lombrosian	l	10
loment	l	6
lomentaceous	l	12
lomentaria	l	10
lomentariaceous	l	15
lomentum	l	8
lomita	l	6
lommock	l	7
lonchocarpus	l	12
lonchopteridae	l	14
londinensian	l	12
londoner	l	8
londonese	l	9
londonesque	l	11
londonian	l	9
londonish	l	9
londonism	l	9
londonization	l	13
londonize	l	9
londony	l	7
londres	l	7
lone	l	4
lonelihood	l	10
lonelily	l	8
loneliness	l	10
lonely	l	6
loneness	l	8
lonesome	l	8
lonesomely	l	10
lonesomeness	l	12
long	l	4
longa	l	5
longan	l	6
longanimity	l	11
longanimous	l	11
longaville	l	10
longbeak	l	8
longbeard	l	9
longboat	l	8
longbow	l	7
longcloth	l	9
longe	l	5
longear	l	7
longer	l	6
longeval	l	8
longevity	l	9
longevous	l	9
longfelt	l	8
longfin	l	7
longful	l	7
longhair	l	8
longhand	l	8
longhead	l	8
longheaded	l	10
longheadedly	l	12
longheadedness	l	14
longhorn	l	8
longicaudal	l	11
longicaudate	l	12
longicone	l	9
longicorn	l	9
longicornia	l	11
longilateral	l	12
longilingual	l	12
longiloquence	l	13
longimanous	l	11
longimetric	l	11
longimetry	l	10
longing	l	7
longingly	l	9
longingness	l	11
longinian	l	9
longinquity	l	11
longipennate	l	12
longipennine	l	12
longirostral	l	12
longirostrate	l	13
longirostrine	l	13
longirostrines	l	14
longisection	l	12
longish	l	7
longitude	l	9
longitudinal	l	12
longitudinally	l	14
longjaw	l	7
longleaf	l	8
longlegs	l	8
longly	l	6
longmouthed	l	11
longness	l	8
longobard	l	9
longobardi	l	10
longobardian	l	12
longobardic	l	11
longs	l	5
longshanks	l	10
longshore	l	9
longshoreman	l	12
longsome	l	8
longsomely	l	10
longsomeness	l	12
longspun	l	8
longspur	l	8
longtail	l	8
longue	l	6
longulite	l	9
longway	l	7
longways	l	8
longwise	l	8
longwool	l	8
longwork	l	8
longwort	l	8
lonhyn	l	6
lonicera	l	8
lonk	l	4
lonquhard	l	9
lontar	l	6
loo	l	3
looby	l	5
lood	l	4
loof	l	4
loofah	l	6
loofie	l	6
loofness	l	8
look	l	4
looker	l	6
looking	l	7
lookout	l	7
lookum	l	6
loom	l	4
loomer	l	6
loomery	l	7
looming	l	7
loon	l	4
loonery	l	7
looney	l	6
loony	l	5
loop	l	4
looper	l	6
loopful	l	7
loophole	l	8
looping	l	7
loopist	l	7
looplet	l	7
looplike	l	8
loopy	l	5
loose	l	5
loosely	l	7
loosemouthed	l	12
loosen	l	6
loosener	l	8
looseness	l	9
looser	l	6
loosestrife	l	11
loosing	l	7
loosish	l	7
loot	l	4
lootable	l	8
looten	l	6
looter	l	6
lootie	l	6
lootiewallah	l	12
lootsman	l	8
lop	l	3
lope	l	4
loper	l	5
lopezia	l	7
lophiid	l	7
lophiidae	l	9
lophine	l	7
lophiodon	l	9
lophiodont	l	10
lophiodontidae	l	14
lophiodontoid	l	13
lophiola	l	8
lophiomyidae	l	12
lophiomyinae	l	12
lophiomys	l	9
lophiostomate	l	13
lophiostomous	l	13
lophobranch	l	11
lophobranchiate	l	15
lophobranchii	l	13
lophocalthrops	l	14
lophocercal	l	11
lophocome	l	9
lophocomi	l	9
lophodermium	l	12
lophodont	l	9
lophophora	l	10
lophophoral	l	11
lophophore	l	10
lophophorinae	l	13
lophophorine	l	12
lophophorus	l	11
lophophytosis	l	13
lophopoda	l	9
lophornis	l	9
lophortyx	l	9
lophosteon	l	10
lophotriaene	l	12
lophotrichic	l	12
lophotrichous	l	13
lophura	l	7
lopolith	l	8
loppard	l	7
lopper	l	6
loppet	l	6
lopping	l	7
loppy	l	5
lopseed	l	7
lopsided	l	8
lopsidedly	l	10
lopsidedness	l	12
lopstick	l	8
loquacious	l	10
loquaciously	l	12
loquaciousness	l	14
loquacity	l	9
loquat	l	6
loquence	l	8
loquent	l	7
loquently	l	9
lora	l	4
lora	l	4
loral	l	5
loran	l	5
lorandite	l	9
loranskite	l	10
loranthaceae	l	12
loranthaceous	l	13
loranthus	l	9
lorarius	l	8
lorate	l	6
lorcha	l	6
lord	l	4
lord	l	4
lording	l	7
lordkin	l	7
lordless	l	8
lordlet	l	7
lordlike	l	8
lordlily	l	8
lordliness	l	10
lordling	l	8
lordly	l	6
lordolatry	l	10
lordosis	l	8
lordotic	l	8
lordship	l	8
lordwood	l	8
lordy	l	5
lore	l	4
loreal	l	6
lored	l	5
loreless	l	8
loren	l	5
lorenzan	l	8
lorenzenite	l	11
lorenzo	l	7
lorettine	l	9
lorettoite	l	10
lorgnette	l	9
lori	l	4
lori	l	4
loric	l	5
lorica	l	6
loricarian	l	10
loricariidae	l	12
loricarioid	l	11
loricata	l	8
loricate	l	8
loricati	l	8
lorication	l	10
loricoid	l	8
lorien	l	6
lorikeet	l	8
lorilet	l	7
lorimer	l	7
loriot	l	6
loris	l	5
lorius	l	6
lormery	l	7
lorn	l	4
lornness	l	8
loro	l	4
lorraine	l	8
lorrainer	l	9
lorrainese	l	10
lorriker	l	8
lorry	l	5
lors	l	4
lorum	l	5
lory	l	4
losable	l	7
losableness	l	11
lose	l	4
losel	l	5
loselism	l	8
losenger	l	8
loser	l	5
losh	l	4
losing	l	6
loss	l	4
lossenite	l	9
lossless	l	8
lossproof	l	9
lost	l	4
lostling	l	8
lostness	l	8
lot	l	3
lot	l	3
lota	l	4
lota	l	4
lotase	l	6
lote	l	4
lotebush	l	8
lotharingian	l	12
lotic	l	5
lotiform	l	8
lotion	l	6
lotment	l	7
lotophagi	l	9
lotophagous	l	11
lotophagously	l	13
lotrite	l	7
lots	l	4
lotta	l	5
lotte	l	5
lotter	l	6
lottery	l	7
lottie	l	6
lotto	l	5
lotuko	l	6
lotus	l	5
lotusin	l	7
lotuslike	l	9
lou	l	3
louch	l	5
louchettes	l	10
loud	l	4
louden	l	6
loudering	l	9
loudish	l	7
loudly	l	6
loudmouthed	l	11
loudness	l	8
louey	l	5
lough	l	5
lougheen	l	8
louie	l	5
louiqa	l	6
louis	l	5
louisa	l	6
louise	l	6
louisiana	l	9
louisianian	l	11
louisine	l	8
louk	l	4
loukas	l	6
loukoum	l	7
loulu	l	5
lounder	l	7
lounderer	l	9
lounge	l	6
lounger	l	7
lounging	l	8
loungingly	l	10
loungy	l	6
loup	l	4
loup	l	4
loupe	l	5
lour	l	4
lourdy	l	6
louse	l	5
louseberry	l	10
lousewort	l	9
lousily	l	7
lousiness	l	9
louster	l	7
lousy	l	5
lout	l	4
louter	l	6
louther	l	7
loutish	l	7
loutishly	l	9
loutishness	l	11
loutrophoros	l	12
louty	l	5
louvar	l	6
louver	l	6
louvered	l	8
louvering	l	9
louverwork	l	10
louvre	l	6
lovability	l	10
lovable	l	7
lovableness	l	11
lovably	l	7
lovage	l	6
love	l	4
lovebird	l	8
loveflower	l	10
loveful	l	7
lovelass	l	8
loveless	l	8
lovelessly	l	10
lovelessness	l	12
lovelihead	l	10
lovelily	l	8
loveliness	l	10
loveling	l	8
lovelock	l	8
lovelorn	l	8
lovelornness	l	12
lovely	l	6
loveman	l	7
lovemate	l	8
lovemonger	l	10
loveproof	l	9
lover	l	5
loverdom	l	8
lovered	l	7
loverhood	l	9
lovering	l	8
loverless	l	9
loverliness	l	11
loverly	l	7
lovership	l	9
loverwise	l	9
lovesick	l	8
lovesickness	l	12
lovesome	l	8
lovesomely	l	10
lovesomeness	l	12
loveworth	l	9
loveworthy	l	10
loving	l	6
lovingly	l	8
lovingness	l	10
low	l	3
lowa	l	4
lowan	l	5
lowbell	l	7
lowborn	l	7
lowboy	l	6
lowbred	l	7
lowdah	l	6
lowder	l	6
loweite	l	7
lowell	l	6
lower	l	5
lowerable	l	9
lowerclassman	l	13
lowerer	l	7
lowering	l	8
loweringly	l	10
loweringness	l	12
lowermost	l	9
lowery	l	6
lowigite	l	8
lowish	l	6
lowishly	l	8
lowishness	l	10
lowland	l	7
lowlander	l	9
lowlily	l	7
lowliness	l	9
